person_id,tbrc_id,default_name,tradition_id
13841,,"Karma Jangchub Gyelpo",59
13842,,"Drubgyud Tulku",59
13860,,"Karma Zopa Zangpo",59
13862,,"Lhatse Tulku",59
13861,,"Karma Ngawang Drakpa Chokdrub",59
13839,,"name unknown",59
13840,,"name unknown",59
3469,P1GS56176,"Marpa Sherab Yeshe",60
4085,P2387,"Kunga Drolchok",67
4358,P264,"Jamgon Kongtrul Lodro Taye",67
6285,P39,"Khyungpo Neljor",67
7637,P5133,"Tishri Repa Sherab Sengge",67
8126,P559,"Pema Nyinje Wangpo",67
9030,P644,"Gyurme Dechen",67
11114,P84,"Gendun Gyatso",67
11731,P8968,"Ngawang Trinle",67
12180,P938,"Karma Rangjung Kunkhyab",67
13064,P2MS4764,"Kunga Pelzang ",67
13205,P2CZ7891,"Chokyi Dronma",67
13206,P8LS12641,"Kunga Zangmo",67
9990,P733,"Jamyang Khyentse Chokyi Lodro",67
2180,P106,"Lobzang Yeshe",72
2973,P1669,"Khyunggo Tsel",72
2980,P1675,"Nyamme Sherab Gyeltsen",72
2987,P1681,"Kundrol Drakpa",72
3866,P219,"Gendun Chopel",72
4358,P264,"Jamgon Kongtrul Lodro Taye",72
6065,P37,"Ngawang Lobzang Gyatso",72
6653,P4236,"Pelgyi Sengge",72
6681,P4261,"Drenpa Namkha",72
6735,P431,"Rongton Sheja Kunrik",72
7182,P4716,"Lobzang Lhundrub",72
8101,P5567,"Kunga Lodro",72
10561,P7883,"Yungdrung Puntsok",72
12096,P9302,"Sanggye Tendzin",72
13080,P11MS159,"Bonzhik Khyungnak",72
13081,P11MS161,"Dampa Yuzhik",72
13082,P4CN12039,"Kyabje Yongdzin Tsultrim Gyeltsen",72
13083,P11MS160,"Trulzhik Dombu",72
13084,P11MS162,"Zhikpo Kunga",72
13086,P11MS163,"Donggom Zhikpo",72
13090,P3AG6,"Yorpo Mepel",72
13091,P3AG7,"Drogon Dutsi Gyeltsen",72
13129,P3AG1,"Tsenden Namgyel Kara",72
13132,P3AG15,"Rinchen Gyeltsen",72
13135,P3AG18,"Namtrul Namkha Yeshe",72
13140,P3AG25,"Khedrub Kunzang Gyeltsen",72
13174,P11MS154,"Bondrong Tenpa Wozer",72
13188,P10MS14670,"Gyelse Tsewang Gyurme",72
13220,P11MS155,"Tagu Nyima Gyeltsen",72
13221,P11MS156,"Dampa Lodro Gyeltsen",72
13222,P11MS157,"Yungdrung Yeshe",72
13225,P11MS158,"Tokden Yungdrung Gyeltsen",72
13531,P1AG84,"Yungdrung Tendzin",72
13558,P8LS4344,"Lhagyari Tsering Pelbar",72
13574,P1AG95,"Yeshe Tendzin",72
10961,P8258,"Hortsun Tenzin Lodro Gyatso",72
13118,P11MS153,"Godzung Lodro Gyeltsen",72
12100,P9306,"Tsultrim Wangmo",72
13628,P1KG10060,"Lobsang Phuntsok Lhalungpa",72
13596,P3CN1564,"Lungtok Tenpai Nyima",72
13131,P3AG14,"Khedrub Rinchen Lodro",72
13853,,"Margyel Dongkar",72
13088,P3AG4,Joyung,72
13087,P3AG3,"Gomchen Barwa",72
13117,P3AG12,"Druton Sonam Gyeltsen",72
13093,A3AG9,"Druton Dulwa Gyeltsen",72
13089,P3AG5,"Drilungpa Tsultrim Sherab",72
13115,P2AG25,"Dru Gyelwa Yungdrung",72
13079,P3AG2,"Meu Gongdzo",72
13119,P3AG13,"Tsungme Sonam Lodro",72
13092,P3AG8,"Azha Lodro Gyeltsen",72
7442,P4956,Padmasambhava,72
13116,P3AG10,"Drusha Namkha Wozer",72
13164,P1KT4,"Nangzher Lopo",72
13165,P1KT7,"Tongyung Tuchen",72
13888,,"Choza Bonmo",72
3004,P1697,"Tennyi Lingpa",72
3175,P1850,"Dakpo Duldzin",72
4086,P2388,"Jangchub Tsemo",73
4301,P2589,"Yumo Mikyo Dorje",73
1628,P10090,"Machik Jobum",73
7775,P5262,"Yanggonpa Gyeltsen Pel",73
3266,P1932,"Barawa Gyeltsen Pelzang",77
9761,P7118,"Konchok Gyeltsen",77
13855,P8LS13000,"Tenzin Nyida",77
13858,,"Sanggye Gyatso",77
13859,,"Ngawang Tenpai Gyeltsen",77
13878,,"Pema Chozin",77
13877,,"Pema Chodzom",77
9764,P7120,"Ngawang Chokyi Gyatso",77
13856,,"Kelzang Choying Gyatso",77
13857,,"Tubten Woden",77
13870,,"Sanggye Gyeltsen",77
