person_id,tbrc_id,default_name,tradition_id
2338,P1089,"Nesar Jamyang Khyentse Wangchuk",7
2340,P1090,"Labsum Gyeltsen",7
2387,P1132,"Ngorchen Kunga Zangpo",7
2434,P1175,"Yonten Gyatso",7
2491,P1226,"Lama Dampa Sonam Gyeltsen",7
2606,P133,"Ngoje Repa",7
2670,P139,"Dolpopa Sherab Gyeltsen",7
2774,P1485,"Chokyi Gyelpo",7
2790,P150,"Yonten Gyatso",7
2801,P151,"Sabzang Mati Paṇchen Lodro Gyeltsen",7
2812,P152,"Chokle Namgyel",7
2823,P153,"Jonang Lotsāwa Lodro Pel",7
2845,P155,"Buton Rinchen Drub",7
2854,P1558,"Dondrub Rinchen",7
2882,P1583,"Longchenpa Drime Wozer",7
2891,P1591,"Duldzin Drakpa Gyeltsen",7
2915,P1614,"Drakpa Gyeltsen",7
2916,P1615,"Sachen Kunga Nyingpo",7
2919,P1618,"Sonam Tsemo",7
2948,P1646,"Jigme Rigpai Lodro",7
3188,P1862,"Tawen Kunga Rinchen",7
3194,P1868,Dharmapālarakṣita,7
3200,P1873,"Konchok Pelwa",7
3204,P1877,"Zangpo Pel",7
3266,P1932,"Barawa Gyeltsen Pelzang",7
3671,P2009,"Nyakpuwa Sonam Zangpo",7
3673,P2010,"Nyawon Kunga Pel",7
3736,P207,Vanaratna,7
3753,P2085,"Pang Lotsāwa Lodro Tenpa",7
3762,P2093,"Sherab Sengge",7
3937,P2253,"Zhangton Gyawo Sonam Drakpa",7
3938,P2254,"Tangpoche Kunga Bum",7
3939,P2255,"Menchukhawa Lodro Gyeltsen",7
3940,P2256,"Rinchen Tsultrim",7
4085,P2387,"Kunga Drolchok",7
4086,P2388,"Jangchub Tsemo",7
4113,P2412,"Tangpo Chungwa Lodro Pel",7
4115,P2414,"Gharungwa Lhai Gyeltsen",7
4119,P2418,"Orgyen Dzongpa Chokyong Gyeltsen",7
4164,P2460,"Nyakpuwa Sonam Zangpo",7
4167,P2463,"Drubchen Kunga Lodro",7
4168,P2464,"Jamyang Konchok Zangpo",7
4170,P2466,"Namkha Chokyong",7
4217,P2509,"Lhachok Sengge",7
4219,P2510,"Sanggye Sengge",7
4220,P2511,"Kunga Sonam Lhundrub",7
4224,P2516,"Pelchok Gyeltsen",7
4225,P2517,"Jamyang Namkha Pelzang",7
4227,P2519,"Sanggye Tendzin",7
4228,P252,"Mipam Gyatso",7
4327,P2611,"Lodro Gyeltsen",7
4358,P264,"Jamgon Kongtrul Lodro Taye",7
4543,P2807,"Trulzhik Tsultrim Gyeltsen",7
4820,P2DB5980,"Druk Khenpo Ngawang Yonten Gyatso",7
5401,P3088,"Mel Lotsāwa Lodro Drakpa",7
5406,P3092,"Naza Drakpukpa Sonam Pel",7
5408,P3094,"Sharchen Yeshe Gyeltsen",7
5437,P3120,"Janglingpa Tashi Gyeltsen",7
5555,P3229,"Nartangpa Tsultrim Gyeltsen",7
5750,P3408,"Bakton Zhonnu Tsultrim",7
5753,P3411,"Draktengpa Yonten Tsultrim",7
5858,P3507,"Gorumpa Kunga Lekpa",7
6100,P3730,"Khon Konchok Gyelpo",7
6122,P3750,"Trulzhik Tsultrim Gyeltsen",7
6251,P3869,"Konchok Tsultrim",7
6278,P3893,"Namgyel Drakpa Zangpo",7
6351,P396,"Shākya Chokden",7
6367,P3974,"Kyobpa Pel Zangpo",7
6374,P3980,"Drakpa Gyeltsen",7
6405,P4007,"Tropu Lotsāwa Jampa Pel",7
6489,P4086,"Drungchen Khachopa Namkha Gyeltsen",7
6499,P4095,"Tenpa Tsering",7
6723,P43,Mahāvajrāsana,7
6733,P4308,"Tsur Lotsāwa Yeshe Jungne",7
6735,P431,"Rongton Sheja Kunrik",7
6738,P4312,"Yakde Paṇchen Tsondru Dargye",7
6779,P435,"Konchok Delek",7
6801,P437,"Konchok Pendar",7
6892,P4453,"Ziji Bar",7
7024,P4574,"Zhangton Chobar",7
7053,P460,"Ngawang Kunga Rinchen",7
7064,P461,"Sakya Lotsāwa Jampai Dorje",7
7130,P467,"Jampel Zangpo",7
7348,P487,"Lodro Gyeltsen",7
7370,P489,"Paṇchen Bumdrak Sumpa",7
7512,P502,"Pelden Tsultrim",7
7545,P505,"Lodro Gyeltsen",7
7718,P5209,"Sheja Zangpo",7
8027,P55,"Khedrubje Gelek Pelzang",7
8126,P559,"Pema Nyinje Wangpo",7
8507,P5941,"Chokyi Wozer",7
8571,P60,"Rendawa Zhonnu Lodro",7
8912,P633,"Nyima Bum",7
8964,P638,"Sherab Wozer",7
9030,P644,"Gyurme Dechen",7
9062,P647,"Peljor Lhundrub",7
9095,P65,"Gyeltsabje Darma Rinchen",7
9213,P661,"Tenpai Gyeltsen",7
9482,P2251,"Kunpang Chodrak Pelzang",7
9622,P699,"Khenpo Zhenga Zhenpen Chokyi Nangwa",7
9761,P7118,"Konchok Gyeltsen",7
9788,P7143,"Lama Ngawang Drakpa",7
9789,P7144,"Lama Jangchub Sengge",7
9923,P7269,"Namdrol Zangpo",7
10202,P7532,"Khedrub Sherab Gyeltsen",7
10497,P782,"Lowo Khenchen Sonam Lhundrub",7
10507,P783,"Konchok Lhundrub",7
10528,P785,"Konchok Pelden",7
10548,P787,"Ngawang Chodrak",7
10579,P79,"Taktsang Lotsāwa Sherab Rinchen",7
10613,P793,"Ngawang Kunga Wanggyel",7
10644,P796,"Sanggye Puntsok",7
10683,P7997,"Yakton Sanggye Pel",7
10699,P801,"Zhuchen Tsultrim Rinchen",7
10742,P805,"Ngawang Kunga Lodro",7
10753,P806,"Sonam Rinchen",7
10815,P812,"Gaton Ngawang Lekpa",7
11114,P84,"Gendun Gyatso",7
11285,P856,"Chokyong Zangpo",7
11290,P8564,"Jigme Tsewang Dudul",7
11307,P858,"Tukje Tsondru",7
11731,P8968,"Ngawang Trinle",7
11866,P9090,"Chime Tenpai Nyima",7
11972,P9187,"Lodro Gyatso",7
12340,P953,"Lekshe Mawai Nyima",7
12500,P968,"Dezhung Chopel Jamyang Kunga Namgyel",7
12521,P97,"Sanggye Yeshe",7
12547,P9724,"Yonten Jungne",7
12553,P973,"Dampa Rinpoche Ngawang Lodro Zhenpen Nyingpo",7
12741,P9905,"Nyiga Kunga Nyima",7
12742,P9906,"Khyenrab Sengge",7
12743,P9907,"Damcho Wozer",7
12838,P9999,"Tsembupa Darma Wozer",7
13063,P2416,"Khenchen Lungrik Gyatso",7
13064,P2MS4764,"Kunga Pelzang ",7
13065,P2417,"Lochen Ratnabhadra",7
13076,P8LS76448,Kangyurpa,7
13078,P2CZ9156,"Jangsem Sherab Zangpo",7
13086,P11MS163,"Donggom Zhikpo",7
13186,P10MS14669,"Pema Trinle",7
13511,P1AG76,"Jampa Puntsok",7
13512,P1AG70,"Ponchen Lhuntub",7
13513,P1AG78,"Lachen Chemchok",7
13514,P1AG75,Lupel,7
13515,P1AG77,"Orgyen Tashi",7
13516,P1AG71,"Botar Lodro Tobden",7
13517,P1AG80,"Gyeltsen Bum",7
13518,P1AG74,"Ponchen A-nga",7
13519,P1KT2,"Nyigyel Pangdatsang",7
13520,P1TD6,"Nyima Pangdatsang",7
13521,P1KT1,"Rapga Pangdatsang",7
13522,P1TD8,"Tobgyal Pangdatsang",7
13523,P1TD7,"Lobzang Yampel Pangdatsang",7
13527,P1AG81,"Yagyel Pel",7
13528,P1AG73,"Kunga Rinchen",7
13532,P1AG85,"Puntsok Tenpa",7
13615,P1TD46,"Tamdrin Wangmo",7
13653,P8LS76438,"Jamyang Chokyi Wangpo",7
13677,P8LS76440,"Ngawang Nyima",7
13699,P8LS76451,"Ngawang Jampel Rinchen",7
13700,P8LS76450,"Dorje Sengge",7
13701,P8LS76452,"Jago Tobden",7
13702,P8LS76457,"Orgyen Kyab",7
13703,P8LS76456,"Jamyang Pelmo",7
13707,P1PD108248,"Tubten Gyeltsen",7
5897,P3546,"Amdo Geshe Jampel Rolpai Lodro",7
3153,P1830,"Gyelse Tokme Zangpo",7
13721,,"Drayab Tubten Zangpo",7
13625,P1LS5648,"Tsarong Pema Dolkar",7
3211,P1883,"Dakchen Sherab Gyeltsen",7
3191,P1865,"Jamyang Donyo Gyeltsen",7
3208,P1880,"Jamyang Namkha Gyeltsen",7
2866,P1569,"Jamyang Sherab Gyatso",7
10580,P790,"Jamyang Tutob Wangchuk",7
3189,P1863,"Namkha Lekpai Gyeltsen",7
10633,P795,"Ngawang Sonam Wangchuk",7
10591,P791,"Jamyang Amnye Zhab Ngawang Kunga Sonam",7
6214,P8224,"Vajrāsana the latter",7
3006,P1699,"Ngari Paṇchen Pema Wanggyel",7
13679,P8LS76443,"Ga Lama Gendun Zangpo",7
11883,P9105,"Tamdrin Wangmo",7
13187,P10MS14671,"Tsewang Lhamo",7
13787,,"Sonam Sengge Wangchuk",7
13803,,"Nun of the Cemeteries",7
10355,P7679,"Kunga Tenpai Nyima",7
12745,P9909,"Ngawang Lodro Nyingpo",7
13796,,"Wara Zhabdrung Jamyang Namkha Gyeltsen",7
13797,,"Tartse Zhabdrung Namkha Zangpo",7
13795,,"Wara Zhabdrung Tenpai Nyima",7
13246,P8LS13100,"Jamyang Kunzang Tubten Chokyi Gyeltsen",7
13793,,"Jampa Ngawang Kunga Chopel",7
13647,P8LS13097,"Jamyang Kunzang Tenpai Gyeltsen",7
13798,,"Nyendrak Tarpa",7
12613,P9786,"Ngawang Lodro Rinchen",7
13789,,"Khyenrab Jigme Gyatso",7
4310,P2597,"Jampa Kunga Tenzin",7
1721,P10179,"Yalung Jomo Auma",7
1719,P10177,"Jomo Mangchungma",7
13806,P1KG17602,"Gepel Tulku Jamyang Kunga Chokyi Nyima",7
1720,P10178,"Jocham Purmo",7
13790,,"Kelzang Chodron",7
13249,P8LS13102,"Jampa Namkha Kunzang Tenpai Gyeltsen",7
13248,P1KG4182,"Ngawang Khedrub Gyatso",7
4660,P2915,"Drakpa Gyeltsen",7
4249,P2540,"Kunga Tashi",7
8177,P5636,"Nyoshul Khenpo Jamyang Dorje",7
11158,P8441,"Jampa Rinchen Khyentse Wangpo",7
2712,P1428,Tāranātha,7
12479,P966,"Tubten Lekshe Gyatso",7
10203,P7533,"Ngawang Khyenrab Jampel Nyingpo",7
13131,P3AG14,"Khedrub Rinchen Lodro",7
13533,P1AG87,"Yangchen Drolma",7
13794,,"Sonam Drolma",7
13654,P8LS76435,"Jamyang Khyentse Chokyi Wangchuk",7
13805,P1TD123,"Tseyang Sadutshang",7
2720,P1435,"Sonam Puntsok",7
7581,P5082,"Sanggye Tenpa",7
13788,P1TD59,"Chime Dolkar",7
13809,P1TD90,"Tsering Wangmo",7
13745,P1TD81,"Kunzang Tendron",7
13773,P4CZ10542,"Gelongma Pelmo",7
8891,P631,"Guru Jober",7
2810,P1518,Śākyaśrībhadra,7
8986,P64,"Tsongkhapa Lobzang Drakpa",7
2918,P1617,"Jangsem Dawa Gyeltsen",7
8454,P5893,"Kunpang Delek Rinchen",7
13697,P1TD226,"Tsering Chodron",7
4291,P258,"Jamyang Khyentse Wangpo",7
5626,P3296,Buddhaśrī,7
6257,P3874,"Sabzang Pakpa Zhonnu Lodro",7
5615,P3285,"Drokmi Shākya Yeshe",7
3004,P1697,"Tennyi Lingpa",7
2539,P127,"Pakmodrupa Dorje Gyelpo",7
4114,P2413,"Puntsok Pelzang",7
5500,P318,"Go Lotsāwa Zhonnu Pel",7
7775,P5262,"Yanggonpa Gyeltsen Pel",7
9990,P733,"Jamyang Khyentse Chokyi Lodro",7
11141,P8425,"Tashi Peltsek",7
13870,,"Sanggye Gyeltsen",7
2845,P155,"Buton Rinchen Drub",8
2882,P1583,"Longchenpa Drime Wozer",8
3165,P1841,"Gomchung Sherab Jangchub",8
3168,P1844,"Gampopa Sonam Rinchen",8
3169,P1845,"Gompo Tsultrim Nyingpo",8
3178,P1853,Milarepa,8
3937,P2253,"Zhangton Gyawo Sonam Drakpa",8
3940,P2256,"Rinchen Tsultrim",8
4168,P2464,"Jamyang Konchok Zangpo",8
4354,P2636,"Marpa Chokyi Lodro",8
5386,P3074,"Tsurton Wanggi Dorje",8
5527,P3203,Niṣkalaṅka,8
5750,P3408,"Bakton Zhonnu Tsultrim",8
5849,P35,"Jamyang Choje Tashi Pelden",8
6037,P3674,"Ga Lotsāwa Zhonnu Pel",8
6620,P4206,"Zang Samlingpa",8
6733,P4308,"Tsur Lotsāwa Yeshe Jungne",8
6856,P442,"Tsangnyon Heruka",8
7673,P5167,"Wolkhawa Drolgom Choyung",8
8459,P5898,"Machik Ongjo",8
9190,P659,"Namcho Mingyur Dorje",8
9572,P6943,"Zangpo Drakpa",8
9923,P7269,"Namdrol Zangpo",8
10258,P7589,"Layakpa Jangchub Ngodrub",8
10649,P7964,"Kunga Bum",8
10835,P814,"Unyon Kunga Zangpo",8
13066,P2CZ7929,Vairocanavajra,8
13196,P10MS14674,"Sonam Peldren",8
13444,P1AG17,"Shen Gonkarwa Dorje Wangchuk",8
13684,P8LS76441,"Ani Trinle Chodron",8
13721,,"Drayab Tubten Zangpo",8
8474,P5910,"Machik Kunga Bum",8
8177,P5636,"Nyoshul Khenpo Jamyang Dorje",8
11258,P8535,"Jampel Dorje",8
13773,P4CZ10542,"Gelongma Pelmo",8
8891,P631,"Guru Jober",8
2918,P1617,"Jangsem Dawa Gyeltsen",8
8456,P5895,"Jangsem Choje Sonam Gyeltsen",8
8455,P5894,"Kunden Rema",8
13882,,"Lhachik Dembu",8
13883,P3CN8621,"Delok Tenzin Chodron",8
4291,P258,"Jamyang Khyentse Wangpo",8
6257,P3874,"Sabzang Pakpa Zhonnu Lodro",8
6726,P4301,"Rokben Sherab Wo",8
3181,P1856,"Barompa Darma Wangchuk",22
7637,P5133,"Tishri Repa Sherab Sengge",22
7641,P5137,"Repa Karpo",22
13074,P1AG59,"Tsangpopa Konchok Sengge",22
13572,P1TD30,"Trewo Alu",22
13747,,"Chime Dorje",22
13749,,"Tersey Tulku",22
13686,P9904,"Samten Gyatso",22
12839,P9901,"Tulku Urgyen",22
3182,P1857,"Zhang Yudrakpa Tsondru Drakpa",23
4175,P2470,"Rokam Nyima Sherab",23
5795,P3450,"Shākya Yeshe",23
6147,P3774,"Khenpo Zopa",23
7373,P4892,"Chegompa Sherab Dorje",23
7637,P5133,"Tishri Repa Sherab Sengge",23
8912,P633,"Nyima Bum",23
13060,,"Multi-facet Test",23
13434,P1AG7,"Zhonnu Rinchen",23
3881,P2202,"Kharakpa Dulwa Wo",23
6547,P4139,"Lhachuk Kharwa Nyida Wo",23
11453,P8711,"Nyamme Shākya Yeshe",23
8,P00AG0401,"Pelden Chime Takpai Dorje",24
1659,P1012,"Tashi Peljor",24
1981,P10416,"Kyabdak Drubchok Wangpo",24
2162,P10582,"Tashi Namgyel",24
2541,P1271,"Takla Norbu",24
2661,P1380,"Peljor Dondrub",24
2662,P1382,"Choying Dorje",24
2665,P1385,"Tsuklak Gyatso",24
2683,P1400,"Dusum Khyenpa",24
2740,P1454,"Yungton Dorje Pel",24
2776,P1487,"Karma Pakshi",24
2803,P1511,"Jangsem Gyelwa Yeshe ",24
3266,P1932,"Barawa Gyeltsen Pelzang",24
4085,P2387,"Kunga Drolchok",24
4140,P2438,"Pomdrakpa Sonam Dorje",24
4228,P252,"Mipam Gyatso",24
4358,P264,"Jamgon Kongtrul Lodro Taye",24
5326,P3018,"Dorje Palam",24
5511,P319,"Tsuklak Trengwa",24
5693,P3357,"Umapa Tsondru Sengge",24
5924,P3572,"Chokyi Gyeltsen",24
5926,P3574,"Tashi Peljor",24
5927,P3575,"Chokyi Gyeltsen",24
5928,P3576,"Mutruk Chokyi Gocha",24
6489,P4086,"Drungchen Khachopa Namkha Gyeltsen",24
6499,P4095,"Tenpa Tsering",24
6738,P4312,"Yakde Paṇchen Tsondru Dargye",24
7130,P467,"Jampel Zangpo",24
7272,P4799,"Bamda Gelek",24
8126,P559,"Pema Nyinje Wangpo",24
9201,P66,"Rangjung Dorje",24
9372,P676,"Rigdzin Tsewang Norbu",24
10548,P787,"Ngawang Chodrak",24
10573,P7894,"Tsangton Dorje Gyeltsen",24
10699,P801,"Zhuchen Tsultrim Rinchen",24
10878,P818,"Chowang Lhundrub",24
10898,P820,"Tashi Namgyel",24
11290,P8564,"Jigme Tsewang Dudul",24
11385,P865,"Rangjung Rigpai Dorje",24
11645,P889,"Wangchuk Dorje",24
11972,P9187,"Lodro Gyatso",24
12180,P938,"Karma Rangjung Kunkhyab",24
12340,P953,"Lekshe Mawai Nyima",24
13074,P1AG59,"Tsangpopa Konchok Sengge",24
13078,P2CZ9156,"Jangsem Sherab Zangpo",24
13120,P2AG27,"Drodul Dorji Tenzin",24
13431,P1AG4,"Choje Gangpa Rinchen Wozer",24
13532,P1AG85,"Puntsok Tenpa",24
13699,P8LS76451,"Ngawang Jampel Rinchen",24
13700,P8LS76450,"Dorje Sengge",24
8892,P6310,"Karma Gyurme Ngedon Tendzin",24
2639,P1360,"Karma Ngedon Tendzin Trinle Rabgye",24
2640,P1361,"Karma Ngelek Tendzin Trinle Rabgye",24
11246,P8523,"Karma Tashi",24
12264,P946,"Chogyel Mipam Trinle Rabten",24
11231,P851,"Chogyam Trungpa",24
13152,P3AG42,"Jikdrel Tsewang Dorje",24
7582,P5083,"Pema Norbu",24
13836,,"Trinle Kunkyab Pelzangpo",24
13837,,"Drubgyud Tulku",24
13838,,"Jangchub Nyima",24
13841,,"Karma Jangchub Gyelpo",24
13842,,"Drubgyud Tulku",24
13628,P1KG10060,"Lobsang Phuntsok Lhalungpa",24
12839,P9901,"Tulku Urgyen",24
9634,P70,"Drakpa Sengge",24
13533,P1AG87,"Yangchen Drolma",24
13860,,"Karma Zopa Zangpo",24
13861,,"Karma Ngawang Drakpa Chokdrub",24
2720,P1435,"Sonam Puntsok",24
8986,P64,"Tsongkhapa Lobzang Drakpa",24
13885,,"Orgyen Tsomo",24
8181,P564,"Chokgyur Lingpa",24
3121,P1801,"Dungtso Repa The Earlier",24
13839,,"name unknown",24
13840,,"name unknown",24
2589,P1314,"Katokpa Dampa Deshek",24
4114,P2413,"Puntsok Pelzang",24
5500,P318,"Go Lotsāwa Zhonnu Pel",24
2730,P1445,"Karma Shedrub Chokyi Sengge",24
2561,P129,"Lobpon Tsilungpa",25
13073,P1AG39,"Chennga Sonam Zangpo",25
13437,P1AG9,"Drakpa Tsondru",25
13440,P1KG4203,"Drubtob Nyakre Sewo",25
3121,P1801,"Dungtso Repa The Earlier",25
4043,P2349,Kumāradza,25
2539,P127,"Pakmodrupa Dorje Gyelpo",25
3753,P2085,"Pang Lotsāwa Lodro Tenpa",26
4344,P2627,"Bodong Paṇchen Chokle Namgyel",26
6738,P4312,"Yakde Paṇchen Tsondru Dargye",26
13694,P8LS76437,"Tenzin Chodrak",26
2806,P1514,"Kodrakpa Sonam Gyeltsen",26
29,P00EGS1016721,"Lobzang Tendzin Chokyi Wangchuk",27
1564,P1003,"Samten Gyatso",27
1575,P1004,"Gyelwa Gyatso",27
1586,P1005,"Drubkhang Gelek Gyatso",27
1637,P101,"Paṇchen Sonam Drakpa",27
1831,P1028,"Ga Rabjampa Kunga Yeshe",27
1852,P10299,"Gendun Gyeltsen",27
1902,P10343,"Kelzang Lodro Kunga Lungtok Gyatso",27
1903,P10344,"Gendun Chokyi Wangchuk",27
2180,P106,"Lobzang Yeshe",27
2235,P10649,"Kelzang Lungrik Gyatso",27
2237,P10650,"Kelzang Jigme Namkha",27
2238,P10651,"Lobzang Trinle Gyatso",27
2327,P1078,"Lobzang Donyo",27
2329,P108,"Ngawang Jampa",27
2339,P109,"Jampel Gyatso",27
2392,P1137,"Lobzang Dorje",27
2399,P1143,"Yeshe Kelzang",27
2419,P1161,"Dungkar Lobzang Trinle",27
2427,P1169,"Pelden Gyeltsen",27
2436,P1177,"Lobzang Dondrub",27
2441,P1181,"Drakpa Wozer",27
2442,P1182,"Sumpa Damcho Gyatso",27
2456,P1195,"Khyenrab Yonten Gyatso",27
2462,P120,"Gyelwa Gyatso",27
2495,P123,"Sherab Gyatso",27
2506,P124,"Tubten Jigme Gyatso",27
2521,P1253,"Lobzang Trinle Lungtok Gyatso",27
2523,P1255,"Ngawang Chokyi Gyeltsen",27
2755,P1468,"Ngawang Sonam Gyatso",27
2784,P1495,"Lobzang Jamyang Yeshe Tenpai Gyeltsen",27
2787,P1498,"Jamyang Khyenrab Gyatso",27
2788,P1499,"Jigme Trinle Gyatso",27
2814,P1521,"Tenzin Lekshe",27
2871,P1573,"Gendun Tenpa Dargye",27
2872,P1574,"Lodro Gyatso",27
2891,P1591,"Duldzin Drakpa Gyeltsen",27
2896,P1597,"Jamyang Donyo Pelden",27
2912,P1611,"Lobzang Nyima",27
2926,P8LS13405,"Lobzang Samten",27
2931,P1629,"Drakpa Shedrub",27
2943,P1640,"Konchok Gyatso",27
2948,P1646,"Jigme Rigpai Lodro",27
2949,P1647,"Muge Samten Gyatso",27
2950,P1648,"Tubten Jigme Norbu",27
2952,P165,"Gendun Rinchen Gyeltsen",27
2974,P167,"Shingza Paṇḍita Lobzang Dargye Gyatso",27
3008,P170,"Lobzang Chokyi Nyima",27
3040,P1729,"Drakpa Gyeltsen",27
3062,P1749,"Ngawang Lobzang Tenpai Gyeltsen",27
3064,P1750,"Ngawang Trinle",27
3072,P1758,"Jamyang Norbu",27
3074,P176,"Konchok Gyeltsen",27
3080,P1765,"Konchok Chopel",27
3085,P177,"Yonten Gyatso",27
3086,P1770,"Lobzang Neten Tsondru",27
3107,P179,"Kelzang Gyatso",27
3109,P1791,"Lobzang Chodrak",27
3141,P182,"Rolpai Dorje",27
3171,P1847,"Ngawang Tsepel",27
3173,P1849,"Gendun Puntsok",27
3225,P1896,"Ngawang Chokyi Gyatso",27
3274,P194,"Jampa Gyatso",27
3296,P196,"Gendun Tendzin Gyatso",27
3414,P1GS107885,"Lobzang Jampa",27
3708,P2043,"Yonten Gyatso",27
3712,P2048,"Dawa Gyeltsen",27
3733,P2067,"Tubten Jigme Kelzang",27
3734,P2068,"Lobzang Tenpai Nyima",27
3735,P2069,"Lobzang Jigme Tsultrim Gyatso",27
3738,P2071,"Lobzang Tubten Lungtok Shedrub Gyatso",27
3739,P2072,"Lobzang Jangchub Tendzin Gyatso",27
3744,P2077,"Jampel Gyatso",27
3758,P209,"Ngawang Lobzang Choden",27
3762,P2093,"Sherab Sengge",27
3769,P21,"Konchok Sengge",27
3778,P2108,"Tongwa Donden",27
3782,P2111,"Jigme Tenpai Gyatso",27
3784,P2113,"Lobzang Jigme Pelden Tenpai Nyima",27
3788,P2118,"Pelden Chokdrub",27
3789,P2119,"Sanggye Jungne",27
3791,P2120,"Zhiwa Zangpo",27
3792,P2121,"Pakpa Gelek Gyeltsen",27
3793,P2122,"Lobzang Dondrub Gyatso",27
3794,P2123,"Ngawang Jigme Khenrab Tendzin Trinle",27
3866,P219,"Gendun Chopel",27
3877,P22,"Longdol Lama Ngawang Lobzang",27
3883,P2204,"Pema Rangdol",27
3889,P221,"Jigme Damcho Gyatso",27
3977,P229,"Giteng Lobzang Pelden",27
3989,P230,"Dechen Nyingpo",27
4000,P231,"Pema Vajra Jampel Tenpai Ngodrub",27
4002,P2311,"Gendun Tashi",27
4077,P238,"Lobzang Jangchub Tenpei Dronme",27
4080,P2382,"Konchok Chodrak",27
4092,P2393,"Damcho Pelwa",27
4141,P244,"Trinle Gyatso",27
4163,P246,"Ngawang Pelden Chokyi Gyeltsen",27
4196,P249,"Lobzang Trinle Tenpa Gyatso",27
4206,P25,"Ngawang Norbu",27
4228,P252,"Mipam Gyatso",27
4259,P255,"Khedrub Gyatso",27
4265,P2555,"Tsultrim Chopel",27
4276,P2565,"Konchok Chopel",27
4277,P2566,"Yeshe Chopel",27
4278,P2567,"Jangchub Namkha",27
4279,P2568,"Lobzang Tsultrim",27
4280,P2569,"Lobzang Tsultrim Pelden",27
4282,P2570,"Lobzang Gyeltsen",27
4285,P2573,"Jigme Chokyi Wangchuk",27
4314,P260,"Tsultrim Gyatso",27
4402,P268,"Yangchen Drupai Dorje",27
4469,P274,"Lungtok Gyatso",27
4488,P2757,"Dondrub Gyatso",27
4489,P2758,"Lobzang Dargye",27
4490,P2759,"Pelden Drakpa",27
4492,P2760,"Gyeltsen Sengge",27
4493,P2761,"Ngawang Namkha Zangpo",27
4494,P2762,"Lobzang Drime",27
4495,P2763,"Samten Puntsok",27
4496,P2764,"Ngawang Chodrak",27
4497,P2765,"Ngawang Chodrak",27
4498,P2766,"Lobzang Tenpa",27
4499,P2767,"Lobzang Monlam",27
4500,P2768,"Lobzang Khechok",27
4501,P2769,"Lobzang Tashi",27
4524,P279,"Lobzang Chodrak Gyatso",27
4535,P28,"Yeshe Zangpo",27
4607,P2866,"Konchok Dechen",27
4631,P289,"Ngulchu Dharmabhadra",27
4642,P29,"Sherab Gyatso",27
4665,P292,"Bipa Mipam Dawa",27
4669,P2923,"Lekpa Gyeltsen",27
4720,P297,"Drakpa Gyeltsen",27
4730,P298,"Konchok Tenpai Dronme",27
5137,P2JM411,"Ngawang Tendzin Lhundrub",27
5317,P301,"Ngawang Chopel",27
5328,P302,"Yeshe Lobzang Tenpai Gonpo",27
5331,P3022,"Lobzang Gyatso",27
5338,P303,"Ngawang Tendar",27
5360,P305,"Lobzang Gyeltsen Sengge",27
5381,P307,"Jamyang Monlam",27
5410,P3096,"Lobzang Tsultrim Gyatso",27
5415,P310,"Ngawang Nyendrak",27
5426,P311,"Lobzang Tsultrim",27
5432,P3116,"Peljor Gyatso",27
5479,P316,"Arik Geshe Jampa Gelek Gyeltsen",27
5480,P3160,"Chokyong Gyatso",27
5485,P3165,"Jampel Tsultrim",27
5490,P3170,"Lobzang Tenpai Gyeltsen",27
5652,P332,"Ngawang Tsultrim",27
5693,P3357,"Umapa Tsondru Sengge",27
5706,P3369,"Tsultrim Dargye",27
5729,P339,"Sumpa Khenpo Yeshe Peljor",27
5777,P3434,"Gendun Gyeltsen",27
5795,P3450,"Shākya Yeshe",27
5796,P3451,"Jinpa Gyatso",27
5805,P346,"Polhane Sonam Tobgye",27
5824,P3477,"Tsakho Ngawang Drakpa",27
5849,P35,"Jamyang Choje Tashi Pelden",27
5871,P352,"Tsangyang Gyatso",27
5889,P3537,"Ngawang Tendzin",27
5899,P3548,"Lobzang Rabten",27
5901,P355,"Gendun Tsultrim",27
5902,P3550,"Shedrub Gyatso",27
5910,P3558,"Konchok Gyepai Lodro",27
5932,P358,"Lobzang Gelek",27
5977,,"no [delete]",27
5985,P3627,"Chakpa Chopel",27
6009,P3649,"Depa Trinle Gyatso",27
6025,P3663,"Jigme Gyeltsen",27
6065,P37,"Ngawang Lobzang Gyatso",27
6110,P374,"Konchok Tenpai Gyatso",27
6161,P3787,"Lobzang Nyima",27
6175,P38,"Khardo Zopa Gyatso",27
6198,P382,"Jamyang Tubten Nyima",27
6219,P384,"Sherab Dar Lekpai Lodro",27
6286,P390,"Lobzang Drakpa",27
6331,P3941,"Pema Wangchuk",27
6335,P3945,Changtul,27
6336,P3946,"Tsenpo Pellek",27
6337,P3947,"Tashi Bum",27
6338,P3948,Gakye,27
6339,P3949,Wangchuk,27
6340,P395,"Sanggye Pel",27
6341,P3950,"Gonpo Dargye",27
6342,P3951,"Kelzang Wangchuk",27
6343,P3952,"Tashi Rabten",27
6344,P3953,"Tsewang Dondrub",27
6345,P3954,"Lobzang Dondrub",27
6346,P3955,"Makzor Gonpo",27
6348,P3957,"Tensung Tsering",27
6350,P3959,"Jigme Topgye",27
6353,P3961,"Konchok Damcho Gyatso",27
6373,P398,"Sherab Peltsek",27
6419,P402,"Tubten Jigme Gyatso",27
6470,P4069,"Minyak Kunzang Sonam",27
6489,P4086,"Drungchen Khachopa Namkha Gyeltsen",27
