TOL Source ID,Source,PLACE ID,Source Display,Pages,BDRC ID,VIAF ID,OCLC ID,url other,Source Lang Tag,Source Display Lang Tag
136,,1618,"<p>
Heimbel, J&ouml;rg. 2017.&nbsp;<em>Vajradhara in Human Form: The Life and Times of Ngor chen Kun dga&#39; bzang po</em>. Kathmandu: Lumbini International Research Institute, p. 268, note #237.</p>",,,,1020311775,,,
136,,1619,"<p>
Heimbel, J&ouml;rg. 2017.&nbsp;<em>Vajradhara in Human Form: The Life and Times of Ngor chen Kun dga&#39; bzang po</em>. Kathmandu: Lumbini International Research Institute, p. 268, note #237.</p>",,,,1020311775,,,
136,,597,"<p>
Heimbel, Jörg. 2017. <em>Vajradhara in Human Form: The Life and Times of Ngor chen Kun dga&#39; bzang po</em>. Nepal: Lumbini International Research Institute, p. 158.</p>",158,,,1020311775,,,
137,,1065,"<p>
Kumar, Pintu. 2018. <em>Buddhist learning in South Asia: education, religion, and culture at the ancient Śrī Nālandā Mahāvihāra</em>. Lanham: Lexington Books.</p>",,,,1023607186,http://www.worldcat.org/oclc/1023607186,,
138,,1504,"<p>
Tulku Urgyen. 2005. <em>Blazing Splendor: The Memoirs of Tulku Urgyen Rinpoche as told to Erik Pema Kunsang &amp; Marcia Binder Schmidt</em>. Hong Kong: Rangjung Yeshe, pp. 354-355.</p>",354-355,,,1028867438,http://www.worldcat.org/oclc/1028867438,,
138,,1534,"<p>
Tulku Urgyen. 2005. <em>Blazing Splendor: The Memoirs of Tulku Urgyen Rinpoche as told to Erik Pema Kunsang &amp; Marcia Binder Schmidt</em>. Hong Kong: Rangjung Yeshe.</p>",,,,1028867438,,,
138,,1536,"<p>
Tulku Urgyen. 2005. <em>Blazing Splendor: The Memoirs of Tulku Urgyen Rinpoche as told to Erik Pema Kunsang &amp; Marcia Binder Schmidt</em>. Hong Kong: Rangjung Yeshe.</p>",,,,1028867438,,,
138,,1537,"<p>
Tulku Urgyen. 2005. <em>Blazing Splendor: The Memoirs of Tulku Urgyen Rinpoche as told to Erik Pema Kunsang &amp; Marcia Binder Schmidt</em>. Hong Kong: Rangjung Yeshe.</p>",,,,1028867438,,,
138,,1538,"<p>
Tulku Urgyen. 2005. <em>Blazing Splendor: The Memoirs of Tulku Urgyen Rinpoche as told to Erik Pema Kunsang &amp; Marcia Binder Schmidt</em>. Hong Kong: Rangjung Yeshe.</p>",,,,1028867438,,,
138,,1540,"<p>
Tulku Urgyen. 2005. <em>Blazing Splendor: The Memoirs of Tulku Urgyen Rinpoche as told to Erik Pema Kunsang &amp; Marcia Binder Schmidt</em>. Hong Kong: Rangjung Yeshe.</p>",,,,1028867438,,,
138,,1517,"<p>
Tulku Urgyen. 2005.&nbsp;<em>Blazing Splendor: The Memoirs of Tulku Urgyen Rinpoche as told to Erik Pema Kunsang &amp; Marcia Binder Schmidt.</em> Hong Kong: Rangjung Yeshe.</p>",,,,1028867438,,,
138,,60,"<p>
Tulku Urgyen. 2005.&nbsp;<em>Blazing Splendor: The Memoirs of Tulku Urgyen Rinpoche as told to Erik Pema Kunsang &amp; Marcia Binder Schmidt</em>. Hong Kong: Rangjung Yeshe.</p>",,,,1028867438,,,
139,,1332,"<p>
Bogin, Benjamin. &quot;Guru of the Three Times.&quot; In&nbsp;<em>The Second Buddha: Master of Time</em>.&nbsp;Saratoga Springs, New York: The Frances Young Tang Teaching Museum and Art Gallery, Skidmore College, 2018.</p>",,,,1029087712,http://www.worldcat.org/oclc/1029087712,,
139,,1081,"<p>
Doney, Lewis and Bogin, Benjamin.<em>&nbsp;The Second Buddha: Master of Time</em>. Germany: Delmonico/Prestel, p.129.</p>",129,,,1029087712,https://id.loc.gov/resources/works/20411703,,
140,,1140,"<p>
Chou, Wen-shing. 2018.<em>&nbsp;Mount Wutai: visions of a sacred Buddhist mountain</em>. Princeton: Princeton University Press.</p>",,,,1045110939,http://www.worldcat.org/oclc/1045110939,,
141,,1413,"Quijada, Justine B.&nbsp;<em>Buddhists, Shamans, and Soviets: Rituals of History in Post-Soviet Buryatia</em>. United States: Oxford University Press, 2019, pp. 112-119.</p>",112-119,,,1045640510,,,
142,,1423,"<p>
Rizvi, Jane. 1996. <em>Ladakh: Crossroads of High Asia</em>. Second Edition. Oxford University Press, Delhi, pp. 254-255.</p>",254-255,,,1049053600,http://www.worldcat.org/oclc/1049053600,,
142,,1422,"<p>
Rizvi, Jane. 1996. <em>Ladakh: Crossroads of High Asia</em>. Second Edition. Oxford University Press, Delhi, pp. 255-256.</p>",255,,,1049053600,http://www.worldcat.org/oclc/1049053600,,
142,,1421,"<p>
Rizvi, Jane. 1996.&nbsp;<em>Ladakh: Crossroads of High Asia</em>. Second Edition. Oxford University Press, Delhi, p. 255.</p>",255,,,1049053600,http://www.worldcat.org/oclc/1049053600,,
142,,1405,"<p>
Rizvi, Janet. 1996. <em>Ladakh: Crossroads of High Asia</em>, pp. 237-238.</p>",237-238,,,1049053600,http://www.worldcat.org/oclc/1049053600,,
142,,1575,"<p>
Rizvi, Janet. 1996. <em>Ladakh: Crossroads of High Asia</em>. Delhi: Oxford University Press, p. 248-249.</p>",248-249,,,1049053600,http://www.worldcat.org/oclc/1049053600,,
142,,1587,"<p>
Rizvi, Janet. 1996. <em>Ladakh: Crossroads of High Asia</em>. Delhi: Oxford University Press, pp 236-237.</p>",236-237,,,1049053600,http://www.worldcat.org/oclc/1049053600,,
142,,701,"<p>
Rizvi, Janet. 1996. <em>Ladakh: Crossroads of High Asia</em>. Delhi: Oxford University Press, pp. 228-229.</p>",228-229,,,1049053600,http://www.worldcat.org/oclc/1049053600,,
142,,273,"<p>
Rizvi, Janet. 1996. <em>Ladakh: Crossroads of High Asia</em>. Delhi: Oxford University Press, pp. 229-231.</p>",229-231,,,1049053600,http://www.worldcat.org/oclc/1049053600,,
142,,1283,"<p>
Rizvi, Janet. 1996. <em>Ladakh: Crossroads of High Asia</em>. Delhi: Oxford University Press, pp. 231-232.</p>",231-232,,,1049053600,http://www.worldcat.org/oclc/1049053600,,
142,,232,"<p>
Rizvi, Janet. 1996. <em>Ladakh: crossroads of high Asia</em>. Delhi: Oxford University Press, pp. 232-234.</p>",232-234,,,1049053600,http://www.worldcat.org/oclc/1049053600,,
142,,234,"<p>
Rizvi, Janet. 1996. <em>Ladakh: Crossroads of High Asia</em>. Delhi: Oxford University Press, pp. 234-235.</p>",234-235,,,1049053600,http://www.worldcat.org/oclc/1049053600,,
142,,1103,"<p>
Rizvi, Janet. 1996. Ladakh: Crossroads of High Asia. Delhi: Oxford University Press, pp. 241-242.</p>",241-242,,,1049053600,http://www.worldcat.org/oclc/1049053600,,
142,,1406,"<p>
Rizvi, Janet. 1996.&nbsp;<em>Ladakh: Crossroads of High Asia</em>, pp. 227-228.</p>",227-228,,,1049053600,http://www.worldcat.org/oclc/1049053600,,
142,,910,"<p>
Rizvi, Janet. 1996.&nbsp;<em>Ladakh: Crossroads of High Asia</em>. Delhi: Oxford University Press, p. 243.</p>",243,,,1049053600,http://www.worldcat.org/oclc/1049053600,,
142,,1407,"<p>
Rizvi, Janet. 1996.<em> Ladakh: Crossroads of High Asia</em>, pp. 238-239.</p>",238-239,,,1049053600,,,
142,,233,"<p>
Rizvi, Janet. 1996.<em> Ladakh: Crossroads of High Asia</em>. Delhi: Oxford University Press, p. 219.</p>",219,,,1049053600,http://www.worldcat.org/oclc/1049053600,,
142,,1101,"<p>
Rizvi, Janet. 1996.<em> Ladakh: Crossroads of High Asia</em>. Delhi: Oxford University Press, p. 244.</p>",244,,,1049053600,http://www.worldcat.org/oclc/1049053600,,
142,,1102,"<p>
Rizvi, Janet. 1996.<em> Ladakh: Crossroads of High Asia</em>. Delhi: Oxford University Press, pp. 243-248.</p>",243-248,,,1049053600,http://www.worldcat.org/oclc/1049053600,,
142,,821,"<p>
Rizvi, Janet. 1996.<em> Ladakh: Crossroads of High Asia</em>. Delhi: Oxford University Press, pp. 249-250.</p>",249-250,,,1049053600,http://www.worldcat.org/oclc/1049053600,,
142,,1588,"<p>
Rizvi, Janet. 1996.<em> Ladakh: Crossroads of High Asia</em>. Delhi: Oxford University Press, pp. 253, 255.</p>","253, 255",,,1049053600,http://www.worldcat.org/oclc/1049053600,,
142,,1305,"<p>
Rizvi, Janet. 1996.<em>Ladakh: Crossroads of High Asia</em>. Delhi: Oxford University Press, pp. 253-254.</p>",253-254,,,1049053600,http://www.worldcat.org/oclc/1049053600,,
142,,1398,"<p>Rizvi, Janet. 1996.&nbsp;<em>Ladakh: Crossroads of High Asia</em>. 1st edition 1983. 2nd revised edition 1996. Oxford University Press, New Delhi, p. 235-236.</p>",235-236,,,1049053600,http://www.worldcat.org/oclc/1049053600,,
143,,1088,"<p>
Vitali,&nbsp;Roberto. 1996.&nbsp;<em>Gu-ge Mkhan-chen Ngag-dbang-grags-pas mdzad paʼi Mngaʼ-ris rgyal rabs</em>.&nbsp;India:&nbsp;Tho-liṅ dpal dpe med lhun gyis grub paʼi gtsug lag khaṅ lo 1000 ʼkhor baʼi rjes dran mdzad sgoʼi go sgrig tshogs chuṅ gis dpar skrun źus, pp. 274-275.</p>",274-275,,,1051310927,http://www.worldcat.org/oclc/1051310927,,
144,,1466,"<p>
Gardner, Alexander. 2019. <em>The Life of Jamgon Kongtrul the Great</em>. Boulder: Shambhala.</p>",,,,1055568794,,,
144,,1463,"<p>
Gardner, Alexander. 2019. <em>The Life of Jamgon Kongtrul the Great</em>. Boulder: Snow Lion.</p>",,,,1055568794,,,
144,,1467,"<p>
Gardner, Alexander. 2019. The Life of Jamgon Kongtrul the Great. Boulder: Shambhala.</p>",,,,1055568794,,,
144,,989,"<p>
Gardner,&nbsp;Alexander. 2019. <em>The Life of Jamgon Kongtrul the Great</em>.&nbsp;Boulder: Snow Lion.</p>",,,,1055568794,http://www.worldcat.org/oclc/1055568794,,
145,,380,"<p>
Sinha, A. C. 2001. <em>Himalayan Kingdom Bhutan: Tradition, Transition and Transformation</em>. New Delhi: Indus, pp. 110-112.</p>",110-112,,,1074162701,http://www.worldcat.org/oclc/472161814,,
146,,1476,"<p>
Bstan &#39;dzin rgya mtsho. 2018. <em>The Life of My Teacher: A Biography of Kyabje Ling Rinpoche</em>. Translated by Gavin Kilty. Somerville: Wisdom Publications, pp. 253-254.</p>",,,,1079343082,,,
146,,1469,"<p>
Bstan &#39;dzin rgya mtsho. 2018. <em>The Life of My Teacher: A Biography of Kyabje Ling Rinpoche</em>. Translated by Gavin Kilty. Somerville: Wisdom Publications.</p>",,,,1079343082,,,
146,,1478,"<p>
Bstan &#39;dzin rgya mtsho. 2018. <em>The Life of My Teacher: A Biography of Kyabje Ling Rinpoche</em>. Translated by Kilty Gavin. Somerville: Wisdom Publications.</p>",,,,1079343082,,,
146,,1470,"<p>
Bstan &#39;dzin rgya mtsho. 2018.&nbsp;<em>The Life of My Teacher: A Biography of Kyabje Ling Rinpoch</em>e. Translated by Kilty Gavin.&nbsp;Somerville: Wisdom Publications.</p>",,,,1079343082,,,
146,,1475,"<p>
Bstan ʼdzin rgya mtsho, and Kilty Gavin. 2018. <em>The Life of My Teacher: A Biography of Kyabje Ling Rinpoche.</em>&nbsp;Somerville: Wisdom Publications.</p>",,,,1079343082,,,
146,,1471,"<p>
Bstan &#39;dzin rgya mtsho. 2018. <em>The Life of My Teacher: A Biography of Kyabje Ling Rinpoch</em>e. Translated by Kilty Gavin.&nbsp;Somerville: Wisdom Publications.</p>",,,,,,,
147,,1166,"<p>
Blo bzang chos kyi nyi ma, Sopa,&nbsp;Lhundub,&nbsp;Jackson,&nbsp;Roger R. 2009. <em>The crystal mirror of philosophical systems: a Tibetan study of Asian religious thought</em>. Somerville: Wisdom Publications, p. 285.</p>",285,,,1086572882,http://www.worldcat.org/oclc/1086572882,,
148,,1280,"<p>
Teleki, Krisztina. 2008.&nbsp;<em>Bogdiin Kh&uuml;ree monasteries and temples of the Mongolian capital (1651-1938)</em>. PhD Dissertation. Budapest: E&ouml;tv&ouml;s Lor&aacute;nd Tudom&aacute;nyegyetem.</p>",,,,1088070463,http://www.worldcat.org/oclc/1088070463,,
148,,1280,"<p>
Teleki,&nbsp;Krisztina.&nbsp;<em>Monasteries and Temples of Bogdiin Kh</em>&uuml;<em>ree.&nbsp;</em></p>",,,,,https://core.ac.uk/download/pdf/42934492.pdf,,
149,,1508,"<p>
Borup,&nbsp;J&oslash;rn. 2007.&nbsp;<em>Danske Verdensreligioner: Buddhisme</em>.&nbsp;Denmark:&nbsp;Gyldendal, p. 46.</p>",,,,1119727242,http://www.worldcat.org/oclc/1119727242,,
150,,1539,"<p>
Shakya, Min Bahadur. 2004. <em>Hiraṇyavarṇa Mahavihara: a unique Newar Buddhist monastery</em>. Patan: Nagarjuna Publication.</p>",,,,1126011813,http://www.worldcat.org/oclc/1126011813,,
151,,1268,"<p>
Cabezón, José Ignacio, and Penpa Dorje. 2019. <em>Sera Monastery</em>. Somerville: Wisdom Publications, pp. 197-205.</p>",197-205,,,1142799547,http://www.worldcat.org/oclc/1142799547,,
151,,1473,"<p>
Cabezón, José Ignacio, and Penpa Dorje. 2019. <em>Sera Monastery</em>. Somerville: Wisdom Publications, pp. 275, 467-469.</p>","275, 467-469",,,1142799547,http://www.worldcat.org/oclc/1142799547,,
151,,91,"<p>
Cabezón, José Ignacio, and Penpa Dorjee. 2019. <em>Sera Monastery</em>. Somerville: Wisdom Publications, 128-145.</p>",128-145,,,1142799547,http://www.worldcat.org/oclc/1142799547,,
151,,1021,"<p>
Cabezón, José Ignacio, and Penpa Dorjee. 2019. <em>Sera Monastery</em>. Somerville: Wisdom Publications, p. 333.</p>",333,,,1142799547,http://www.worldcat.org/oclc/1142799547,,
151,,898,"<p>
Cabezón, José Ignacio, and Penpa Dorjee. 2019. <em>Sera Monastery</em>. Somerville: Wisdom Publications, pp. 310-311.</p>",310-311,,,1142799547,http://www.worldcat.org/oclc/1142799547,,
151,,875,"<p>
Cabezón, José Ignacio, and Penpa Dorjee. 2019. <em>Sera Monastery</em>. Somerville: Wisdom Publications, pp. 310-311.</p>",310-311,,,1142799547,http://www.worldcat.org/oclc/1142799547,,
151,,321,"<p>
Cabezón, José Ignacio, and Penpa Dorjee. 2019. <em>Sera Monastery</em>. Somerville: Wisdom Publications, pp. 330, 331, 335, 340.</p>","330, 331, 335, 340",,,1142799547,http://www.worldcat.org/oclc/1142799547,,
151,,1480,"<p>
Cabezón, José Ignacio, and Penpa Dorjee. 2019. <em>Sera Monastery</em>. Somerville: Wisdom Publications.&nbsp;</p>",,,,1142799547,http://www.worldcat.org/oclc/1142799547,,
151,,294,"<p>
Cabezón, José Ignacio, and Penpa Dorjee. 2019. <em>Sera Monastery</em>. Somerville: Wisdom Publications.</p>",,,,1142799547,http://www.worldcat.org/oclc/1142799547,,
151,,1585,"<p>
Cabezón, José Ignacio, and Penpa Dorjee. 2019. <em>Sera Monastery</em>. Somerville: Wisdom Publications.</p>",,,,1142799547,http://www.worldcat.org/oclc/1142799547,,
151,,322,"<p>
Cabezón, José Ignacio, and Penpa Dorjee. 2019. Sera Monastery. Somerville: Wisdom Publications, pp. 331-342.</p>",331-348,,,1142799547,http://www.worldcat.org/oclc/1142799547,,
151,,423,"<p>
Cabezón, José Ignacio, and sPen-pa rDo-rje. 2019. <em>Sera Monastery</em>. Somerville: Wisdom Publications, p. 331-348.</p>",331-348,,,1142799547,http://www.worldcat.org/oclc/1142799547,,
151,,860,"<p>
Cabezón, José Ignacio, and sPen-pa rDo-rje. 2019. <em>Sera Monastery</em>. Somerville: Wisdom Publications, p. 332.</p>",332,,,1142799547,http://www.worldcat.org/oclc/1142799547,,
151,,1020,"<p>
Cabezón, José Ignacio, and sPen-pa rDo-rje. 2019. <em>Sera Monastery</em>. Somerville: Wisdom Publications, p. 333.</p>",333,,,1142799547,http://www.worldcat.org/oclc/1142799547,,
151,,572,"<p>
Cabezón, José Ignacio, and sPen-pa rDo-rje. 2019. <em>Sera Monastery</em>. Somerville: Wisdom Publications, pp. 154, 331.</p>","154, 331",,,1142799547,http://www.worldcat.org/oclc/1142799547,,
151,,37,"<p>
Cabezón, José Ignacio, and sPen-pa rDo-rje. 2019. <em>Sera Monastery</em>. Somerville: Wisdom Publications.&nbsp;</p>",,,,1142799547,http://www.worldcat.org/oclc/1142799547,,
151,,349,"<p>
Cabezón, José Ignacio, and sPen-pa rDo-rje. 2019. <em>Sera Monastery</em>. Somerville: Wisdom Publications.&nbsp;</p>",,,,1142799547,http://www.worldcat.org/oclc/1142799547,,
151,,907,"<p>
Cabezón, José Ignacio, and sPen-pa rDo-rje. 2019. <em>Sera Monastery</em>. Somerville: Wisdom Publications.</p>",,,,1142799547,http://www.worldcat.org/oclc/1142799547,,
151,,348,"<p>
Cabezón, José Ignacio, and sPen-pa rDo-rje. 2019. <em>Sera Monastery</em>. Somerville: Wisdom Publications.</p>",,,,1142799547,http://www.worldcat.org/oclc/1142799547,,
151,,841,"<p>
Cabezón, José Ignacio, and sPen-pa rDo-rje. 2019. <em>Sera Monastery</em>. Somerville: Wisdom Publications.</p>",,,,1142799547,http://www.worldcat.org/oclc/1142799548,,
151,,1246,"<p>
Cabezón, José Ignacio, and sPen-pa rDo-rje. 2019. <em>Sera Monastery</em>. Somerville: Wisdom Publications.</p>",,,,1142799547,http://www.worldcat.org/oclc/1142799549,,
151,,1315,"<p>
Cabezón, José Ignacio, and sPen-pa rDo-rje. 2019. <em>Sera Monastery</em>. Somerville: Wisdom Publications.</p>",,,,1142799547,http://www.worldcat.org/oclc/1142799550,,
152,,1280,"<p>
Uranchimeg Tsultemin. 2020.<em>&nbsp;A monastery on the move: art and politics in later Buddhist Mongolia</em>.&nbsp;Honolulu: University of Hawaiʻi Press.</p>",,,,1151812763,http://www.worldcat.org/oclc/1151812763,,
153,,1447,"<p>
Torkelson, Jean. 2001. <em>Colorado&#39;s Sanctuaries, Retreats, and Sacred Places</em>. United States: Westcliffe Publishers, pp. 22-23.</p>",22-23,,,1200287008,http://www.worldcat.org/oclc/1200287008,,
154,,1592,"<p>
Jackson, David. 2020. <em>Lama of Lamas: The Life of the Vajra-Master Chogye Trichen Rinpoche</em>. Kathmandu: Vajra Books, pp. 62, 174.</p>","62, 174",,,1240830259,,,
154,,1591,"<p>
Jackson, David. 2020. <em>Lama of Lamas: The Life of the Vajra-Master Chogye Trichen Rinpoche</em>. Kathmandu: Vajra Books.</p>",,,,1240830259,,,
154,,1626,"<p>
Jackson, David. 2020.&nbsp;<em>Lama of Lamas: The Life of the Vajra-Master Chogye Trichen Rinpoche</em>. Kathmandu: Vajra Books, p. 3.</p>",3,,,1240830259,,,
154,,1593,"<p>
Jackson, David. 2020. <em>Lama of Lamas: The Life of the Vajra-Master Chogye Trichen Rinpoche</em>. Vol. 2. Kathmandu: Vajra Books, pp. 442-444.</p>",442-444,,,1252707131,,,
155,,1547,"<p>
Chogyal Thutob Namgyel and Gyalmo Yeshe Dolma. <em>The Royal History of Sikkim</em>. Kazi Dawasamdup, John A. Ardussi, Anna Balikci Denjongpa, and Per K. S&oslash;rensen, translators. Chicago: Serindia, pp. 92&ndash;97.</p>",92-97,,,1264387800,,,
155,,1144,"<p>
Chogyal Thutob Namgyel and Gyalmo Yeshe Dolma. <em>The Royal History of Sikkim</em>. Kazi Dawasamdup, John A. Ardussi, Anna Balikci Denjongpa, and Per K. S&oslash;rensen, translators. Chicago: Serindia, pp. 92&ndash;97.</p>",92-97,,,1264387800,,,
156,,412,"<p>
Tuttle, Gray, and Kurtis R. Schaeffer. 2013.&nbsp;<em>The Tibetan History Reader</em>. New York: Columbia University Press, pp. 200, 527.</p>","200, 527",,,1292000912,http://www.worldcat.org/oclc/1292000912,,
157,,1412,"<p>
Wallace, Vesna. 2014. &ldquo;Bakula Arhat&rsquo;s Journeys to the North: The Life and Work of the Nineteenth Kushok Bakula in Russia and Mongolia.&rdquo; In <em>Buddhists: Understanding Buddhism Through the Lives of Practitioners</em>. Edited by Todd Lewis. Oxford: Blackwell Publishing, pp. 218-227.</p>",218-227,,,1347023518,,,
158,,1394,"<p>Laurent, Yannick. 2023.&nbsp;Spiti:&nbsp;The Gigantic Valley of Many-Hued Strata. <em>Archaeological and Historical Research in the Western Himalayas</em>, 2 vols. Vajra Academic Series vol. 4. Kathmandu: Vajra Books.</p>",,,,1406595303,,,
159,,1543,"<p>
Kauffmann, Thomas. 2015. <em>The Agendas of Tibetan Refugees : Survival Strategies of a Government-In-Exile in a World of International Organizations</em>. New York, NY: Berghahn Books.</p>",,,,8161078665,http://www.worldcat.org/oclc/8161078665,,
160,,1331,"<p>
Buswell, Robert E. and Donald S. Lopez Jr. 2014. &quot;Otantapurī&quot; in <em>The Princeton Dictionary of Buddhism</em>. Princeton, NJ: Princeton University Press, p. 601.</p>",601,,,9889845672,,,
160,,1355,"<p>
Buswell, Robert E. and Donald S. Lopez Jr. 2014. &quot;Vikramaśīla&quot; in The Princeton Dictionary of Buddhism. Princeton, NJ: Princeton University Press, p. 601.</p>",601,,,9889845672,http://www.worldcat.org/oclc/878494430,,
160,,1377,"<p>Buswell, Robert E, Jr., and Donald S. Lopez, Jr., eds. 2014. <em>The Princeton Dictionary of Buddhism</em>. Princeton: University of Princeton Press.</p>",,,,9889845672,,,
160,,1378,"<p>Buswell, Robert E, Jr., and Donald S. Lopez, Jr., eds. 2014. <em>The Princeton Dictionary of Buddhism</em>. Princeton: University of Princeton Press.</p>",,,,9889845672,,,
161,,256,"<p>
Byams pa chos grags. Undated. <em>Chab mdo byams pa gling gi gdan rabs</em>. Chamdo: Chab mdo par &#39;debs bzo grwa par btab, p. 82.&nbsp;</p>",82,MW1KG3372,,,,,
162,,1502,"<p>
Bausch, Gerd. 2020. <em>Radiant compassion: the life of the 16th Gyalwa Karmapa Rangjung Rigpe Dorje, Vol 2</em>. Darmstadt: Edition Karuna,&nbsp;pp. 117&ndash;118.</p>",117-118,,,,,,
163,,413,"<p>
Berounsk&yacute;, Daniel. 2012. &quot;Kīrti Monastery of Ngawa: Its History and Recent Situation.&quot;&nbsp;<em>Revue d&#39;Etudes Tib&eacute;taines</em>, no. 25, pp. 65-80.</p>",64-80,,,,https://himalaya.socanth.cam.ac.uk/collections/journals/ret/pdf/ret_25.pdf,,
164,,1472,"<p>
Brentano, Robyn. &quot;Buxa Chogar: Saving Tibetan Buddhism in Exile.&quot; <em>The Tibet Journal </em>43, no. 2 (2018): 21-40.</p>",,,,,http://doi:10.2307/26634916,,
164,,1477,"<p>
Brentano, Robyn. &quot;Buxa Chogar: Saving Tibetan Buddhism in Exile.&quot;&nbsp;<em>The Tibet Journal&nbsp;</em>43, no. 2 (2018): 21-40.</p>",,,,,http://doi:10.2307/26634916,,
164,,1473,"<p>
Brentano, Robyn. &quot;Buxa Chogar: Saving Tibetan Buddhism in Exile.&quot;<em> The Tibet Journal</em> 43, no. 2 (2018): 21-40.</p>",,,,,http://doi:10.2307/26634916,,
165,,1459,"<p>
Campergue, C&eacute;cile. &quot;Le bouddhisme tib&eacute;tain en France&quot;, <em>Histoire, monde et cultures religieuses</em>, vol. 25, no. 1, 2013, pp. 137-168.</p>",,,,,https://doi.org/10.3917/hmc.025.0137,,
166,,1081,"<p>
Cantwell, Cathy. &quot;Rewalsar: Tibetan Refugees in A Buddhist Sacred Place.&quot;&nbsp;<em>The Tibet Journal</em>&nbsp;20, no. 1 (1995): 3-9.",,,,,https://www.jstor.org/stable/43305793,,
167,,1140,"<p>
Charleux, Isabelle. &ldquo;Mongol Pilgrimages to Wutai Shan in the Late Qing Dynasty.&rdquo;&nbsp;<em>Journal of the International Association of Tibetan Studies</em>, no. 6 (December 2011).",,,,,https://shs.hal.science/halshs-00702794,,
168,,1460,"<p>
Clarke, Peter B. 2006. New Religions in Global Perspective: A Study of Religious Change in the Modern World. London: Routledge, p. 88.</p>",,,,,http://www.worldcat.org/oclc/253525284,,
169,,1443,"<p>
Crossette, Barbara. &quot;Buddhism takes root in bleakness of Canada.&quot; <em>New York Times</em>, September 19, 2001, A1.</p>",,,,,https://www.nytimes.com/2001/09/19/world/buddhism-takes-root-in-bleakness-of-canada.html,,
170,,1442,"<p>
Dederer, Claire. 2007. &ldquo;The Inner Scholar.&rdquo; New York Times, November 4.</p>",,,,,https://www.nytimes.com/2007/11/04/education/edlife/naropa.html,,
171,,1305,"<p>
Devers, Quentin. &quot;Buddhism before the First Diffusion? The case of Tangol, Dras, Phikhar and Sani-Tarungtse in Purig and Zanskar (Ladakh) &quot;. In <em>&Eacute;tudes mongoles et sib&eacute;riennes, centrasiatiques et tib&eacute;taines</em>, 51 | 2020, mis en ligne le 09 d&eacute;cembre 2020, consult&eacute; le 22 janvier 2021</p>",,,,,https://doi.org/10.4000/emscat.4226,,
172,,1406,"<p>
Dorjey, Skalzang. &quot;Ladakh Monastic Art and Architecture: A Case Study of Its Developmental Perspective in Relation with Tibet.&quot; <em>The Tibet Journal</em> 41, no. 2 (2016): 21-28.</p>",,,,,https://www.jstor.org/stable/tibetjournal.41.2.21,,
173,,1099,"<p>
Dorji, Khandu-Om. &quot;A brief history of Bhutan House in Kalimpong.&quot; <em>Journal of Bhutan Studies </em>19, no. 2 (2008): 9-33.</p>",,,,,https://www.bhutanstudies.org.bt/publicationFiles/JBS/JBS_Vol19/19-2.pdf,,
174,,266,"<p>
Elizabeth Reynolds. 2022. &quot;Tibet Incorporated: Institutional Power and Economic Practice on the Sino-Tibetan Borderland 1930-1950.&quot; Ph.D. dissertation, Columbia University.</p>",,,,,,,
175,,1621,"<p>
Epstein,&nbsp;Lawrence, and Peng Wenbin. 1994. &quot;Ganja and Murdo: The Social Construction of Space at Two Pilgrimage Sites in Eastern Tibet.&quot; <em>The Tibet Journal</em>, vol. 19, no. 3: <em>Powerful Places and Spaces in Tibetan Religious Culture</em>, pp. 21-45.</p>",,,,,https://www.jstor.org/stable/43300513,,
176,,1549,"<p>
Erschbamer, Marlene. 2014. &quot;The Monastery bKa&#39; brgyud dgon gsar in the Chumbi Valley: The &#39;Ba&#39; ra ba bKa&#39; brgyud pa school and its connection with Sikkim.&quot;Bulletin of Tibetology, vol. 50, no.1&ndash;2, pp. 117-132.&nbsp;</p>",,,,,https://www.researchgate.net/publication/322656235_The_Monastery_bKa'_brgyud_dgon_gsar_in_the_Chumbi_Valley_The_'Ba'_ra_ba_bKa'_brgyud_pa_school_and_its_connection_with_Sikkim,,
176,,1549,"<p>
Erschbamer, Marlene. 2016. &quot;Where the Roads from Tibet, India, and Bhutan Meet: The Monastery bKa&#39; brgyud dgon gsar in the Chumbi Valley.&quot; ZAS, vol. 45, pp. 451&ndash;466.</p>",,,,,https://www.researchgate.net/publication/328281987_Where_the_roads_from_Tibet_India_and_Bhutan_meet_The_monastery_bKa'_brgyud_dgon_gsar_in_the_Chumbi_valley,,
177,,1546,"<p>
Erschbamer, Marlene. 2018. Tibetan Troops Fighting the &ldquo;Enemy of Buddhist Doctrine&rdquo; (<em>bstan dgra</em>): The Invasions of the Gorkhas as Witnessed by Two Tibetan Masters of the Barawa (&rsquo;Ba&rsquo; ra ba) Tradition.&quot;&nbsp;<em>Cahiers d&#39;Extr&ecirc;me-Asie</em>, vol.&nbsp; 27,&nbsp;pp. 121-137.</p>",,,,,https://doi.org/10.3406/asie.2018.1509,,
178,,1552,"<p>
Erschbamer, Marlene. 2019. &quot;Taming of supernatural entities and animal sacrifice. The synthesis of Tibetan Buddhism and local shamanistic traditions in Northern Sikkim (India).&quot;&nbsp;<em>&Eacute;tudes mongoles et sib&eacute;riennes,</em>&nbsp;<em>centrasiatiques et tib&eacute;taines</em>, vol. 50.</p>",,,,,https://journals.openedition.org/emscat/3915,,
